City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,avera,33.194,-82.5271,27.03,32,4,1.61,US,1681851705
272,nisia floresta,-6.0911,-35.2086,27.45,85,26,2.65,BR,1681851705
273,korla,41.7597,86.1469,9.29,35,100,6.46,CN,1681851705
274,ballina,-28.8667,153.5667,16.55,68,100,3.57,AU,1681851705
275,namibe,-15.1961,12.1522,25.62,71,49,2.03,AO,1681851705
276,butaritari,3.0707,172.7902,27.89,76,75,5.13,KI,1681851705
277,dombarovskiy,50.7587,59.5386,3.39,75,97,2.74,RU,1681851705
278,karratha,-20.7377,116.8463,23.17,38,5,4.84,AU,1681851705
279,jaciara,-15.9653,-54.9683,26.35,81,90,2.04,BR,1681851705
280,petropavlovsk-kamchatskiy,53.0452,158.6483,3.33,70,75,3.0,RU,1681851705
281,kruisfontein,-34.0033,24.7314,16.6,92,2,1.67,ZA,1681851705
282,pulaski,34.7668,-92.3001,28.09,31,20,5.14,US,1681851705
283,atar,20.5169,-13.0499,29.22,21,4,3.11,MR,1681851705
284,sao gabriel da cachoeira,-0.1303,-67.0892,28.96,76,82,0.37,BR,1681851705
285,terra santa,-2.1042,-56.4869,25.55,90,92,1.43,BR,1681851705
286,cidreira,-30.1811,-50.2056,21.27,56,39,1.77,BR,1681851705
287,sur,22.5667,59.5289,26.54,63,100,3.91,OM,1681851705
288,caloundra,-26.8,153.1333,18.4,81,100,5.41,AU,1681851705
289,bairnsdale,-37.8333,147.6167,11.14,94,17,2.29,AU,1681851705
290,lerwick,60.1545,-1.1494,7.0,82,61,4.02,GB,1681851705
291,itoman,26.1247,127.6694,23.21,88,100,9.26,JP,1681851705
292,broken hill,-31.95,141.4333,13.59,66,1,5.42,AU,1681851705
293,antofagasta,-23.65,-70.4,18.6,76,49,4.48,CL,1681851705
294,ingleside,27.8778,-97.2117,25.13,100,40,7.72,US,1681851705
295,mwinilunga,-11.7358,24.4293,16.07,96,82,1.75,ZM,1681851705
296,yatou,37.15,122.3833,8.8,76,0,1.61,CN,1681851705
297,sawtell,-30.3833,153.1,17.01,82,75,3.6,AU,1681851705
298,richards bay,-28.783,32.0377,19.18,90,0,3.31,ZA,1681851705
299,pacific grove,36.6177,-121.9166,16.32,59,0,5.66,US,1681851705
300,kindu,-2.95,25.95,21.19,98,100,0.62,CD,1681851705
301,half moon bay,37.4636,-122.4286,17.11,42,0,6.69,US,1681851705
302,suyan,6.0603,125.3853,24.5,86,20,1.5,PH,1681851705
303,aripuana,-9.1667,-60.6333,25.64,96,100,1.22,BR,1681851705
304,cap malheureux,-19.9842,57.6142,26.37,77,8,2.24,MU,1681851705
305,port blair,11.6667,92.75,27.39,84,94,3.05,IN,1681851705
306,irbeyskoye,55.6428,95.4522,-9.79,72,100,8.29,RU,1681851705
307,skibotn,69.3913,20.2679,5.35,97,100,3.73,NO,1681851705
308,lac du bonnet,50.2536,-96.0612,8.84,29,100,3.92,CA,1681851705
309,vanavara,60.34,102.2797,-11.78,89,100,5.88,RU,1681851705
310,beyneu,45.3167,55.2,9.31,36,16,6.21,KZ,1681851705
311,aktash,50.3,87.7333,-19.69,91,86,2.25,RU,1681851705
312,posadas,-27.3671,-55.8961,23.71,38,0,5.14,AR,1681851705
313,bonavista,48.6499,-53.1147,-0.57,83,100,4.69,CA,1681851705
314,labrea,-7.2586,-64.7981,27.89,82,100,0.66,BR,1681851705
315,sabang,5.8933,95.3214,28.08,76,97,2.07,ID,1681851705
316,grindavik,63.8424,-22.4338,8.26,100,100,5.14,IS,1681851705
317,quelimane,-17.8786,36.8883,20.65,83,1,1.13,MZ,1681851705
318,kendari,-3.945,122.4989,23.98,95,50,0.77,ID,1681851705
319,torbay,47.6666,-52.7314,2.44,89,100,1.79,CA,1681851705
320,minggang,32.4586,114.0486,18.17,87,99,3.31,CN,1681851705
321,loei,17.4167,101.5,25.25,55,0,2.59,TH,1681851705
322,fortuna,40.5982,-124.1573,13.29,61,100,3.13,US,1681851705
323,kasempa,-13.4584,25.8338,19.38,80,98,2.16,ZM,1681851705
324,gawan,28.4333,78.35,28.78,26,29,2.6,IN,1681851705
325,ilulissat,69.2167,-51.1,-7.27,91,99,1.83,GL,1681851705
326,dzilam gonzalez,21.2833,-88.9333,29.17,45,0,5.31,MX,1681851705
327,pyapon,16.2833,95.6833,26.45,84,10,4.36,MM,1681851705
328,esperance,-33.8667,121.9,15.33,55,94,1.47,AU,1681851705
329,berdigestyakh,62.0989,126.6992,-9.63,97,97,1.44,RU,1681851705
330,walvis bay,-22.9575,14.5053,22.53,57,77,0.4,NA,1681851705
331,barranco,9.5167,-82.7,28.84,67,73,2.12,PA,1681851705
332,hamilton,39.1834,-84.5333,18.88,30,0,7.2,US,1681851705
333,martapura,-3.4167,114.85,25.05,100,100,1.03,ID,1681851705
334,alice town,25.7167,-79.3,23.92,64,31,6.1,BS,1681851705
335,ketchikan,55.3422,-131.6461,9.26,49,0,4.63,US,1681851705
336,maun,-19.9833,23.4167,20.05,37,5,3.0,BW,1681851705
337,kologriv,58.8275,44.3178,3.94,92,87,1.22,RU,1681851705
338,borogontsy,62.6683,131.1683,-6.61,96,100,1.68,RU,1681851705
339,inuvik,68.3499,-133.7218,-11.06,88,100,5.26,CA,1681851705
340,seoul,37.5683,126.9778,10.78,96,20,1.54,KR,1681851705
341,touros,-5.1989,-35.4608,26.25,82,79,3.63,BR,1681851705
342,kapit,2.0167,112.9333,24.03,99,100,0.25,MY,1681851705
343,ahipara,-35.1667,173.1667,20.52,88,98,4.24,NZ,1681851705
344,eyl,7.9803,49.8164,27.61,68,6,4.96,SO,1681851705
345,manavalakurichi,8.1333,77.3,27.45,81,5,1.0,IN,1681851705
346,soyo,-6.1349,12.3689,27.0,80,96,1.3,AO,1681851705
347,baykit,61.67,96.37,-8.18,97,100,1.2,RU,1681851705
348,vardo,70.3705,31.1107,2.99,81,75,8.75,NO,1681851705
349,flagstaff,35.1981,-111.6513,18.11,15,0,9.77,US,1681851705
350,haines junction,60.7522,-137.5108,1.42,81,100,2.35,CA,1681851705
351,stratham,43.024,-70.9137,12.66,53,100,5.14,US,1681851705
352,maraa,-1.8333,-65.3667,26.72,85,100,1.0,BR,1681851705
353,baghmara,23.795,86.2085,31.22,15,0,2.71,IN,1681851705
354,alofi,-19.0595,-169.9187,23.94,23,100,1.54,NU,1681851705
355,monrovia,6.3005,-10.7969,26.87,82,96,3.06,LR,1681851705
356,muromtsevo,56.3724,75.2418,-8.62,70,1,1.7,RU,1681851705
357,safranbolu,41.2508,32.6942,11.49,87,69,1.39,TR,1681851705
358,ratnagiri,16.9833,73.3,26.8,83,5,1.03,IN,1681851705
359,ascension,30.2169,-90.9001,22.26,55,75,2.57,US,1681851705
360,asimion,35.05,25.1,12.43,87,2,2.42,GR,1681851705
361,plerin,48.5425,-2.7798,9.55,84,100,5.66,FR,1681851705
362,tuatapere,-46.1333,167.6833,11.71,87,91,1.16,NZ,1681851705
363,ostrovnoy,68.0531,39.5131,1.41,99,100,2.48,RU,1681851705
364,kirakira,-10.4544,161.9205,26.44,82,95,2.46,SB,1681851705
365,mantenopolis,-18.8625,-41.1228,25.79,60,72,1.28,BR,1681851705
366,tagab,34.855,69.6492,14.12,78,100,0.62,AF,1681851705
367,ronne,55.1009,14.7066,5.95,65,62,6.69,DK,1681851705
368,oron,4.8256,8.2343,26.61,84,88,1.68,NG,1681851705
369,batagay-alyta,67.8006,130.4114,-16.32,97,100,1.72,RU,1681851705
370,pringsewu,-5.3582,104.9744,23.17,98,39,1.22,ID,1681851705
371,jutai,-5.1833,-68.9,31.65,55,75,0.9,BR,1681851705
372,westport,41.1415,-73.3579,14.97,41,0,8.75,US,1681851705
373,waingapu,-9.6567,120.2641,24.75,89,95,3.21,ID,1681851705
374,rincon,32.296,-81.2354,25.98,21,20,4.12,US,1681851705
375,hammerfest,70.6634,23.6821,6.25,81,75,5.14,NO,1681851705
376,macusani,-14.0833,-70.4333,7.3,76,100,1.71,PE,1681851705
377,hambantota,6.1241,81.1185,26.51,82,12,1.92,LK,1681851705
378,lusambo,-4.9667,23.45,20.97,99,100,1.25,CD,1681851705
379,cockburn town,21.4612,-71.1419,25.85,75,39,5.73,TC,1681851705
380,karatau,43.1667,70.4667,2.1,62,1,1.87,KZ,1681851705
381,ginda,30.6945,78.4932,14.97,59,100,3.03,IN,1681851705
382,saint anthony,45.0205,-93.218,14.03,31,0,4.12,US,1681851705
383,lata,40.1629,-8.3327,18.29,49,78,0.47,PT,1681851705
384,kaili,-3.4626,120.2147,19.88,89,99,1.22,ID,1681851705
385,tomatlan,19.9333,-105.25,33.17,28,100,5.28,MX,1681851705
386,pangnirtung,66.1451,-65.7125,-12.83,93,13,0.7,CA,1681851705
387,nyurba,63.2842,118.3319,-16.1,97,96,1.9,RU,1681851705
388,mbandaka,0.0487,18.2603,24.38,81,77,1.62,CD,1681851705
389,leningradskiy,69.3833,178.4167,-3.35,78,90,1.99,RU,1681851705
390,havoysund,70.9963,24.6622,6.13,95,100,13.92,NO,1681851705
391,kavaratti,10.5669,72.642,28.24,75,9,4.37,IN,1681851705
392,rogers,36.3668,-95.5836,28.84,46,0,11.32,US,1681851705
393,peleduy,59.6289,112.7406,-11.95,97,100,0.91,RU,1681851705
394,qiongshan,20.0058,110.3542,25.44,83,0,6.53,CN,1681851705
395,verkhnevilyuysk,63.4453,120.3167,-11.69,97,94,2.02,RU,1681851705
396,ichinoseki,38.9167,141.1333,9.87,85,100,0.79,JP,1681851705
397,buenos aires,-34.6132,-58.3772,14.99,57,98,0.89,AR,1681851705
398,takhtamygda,54.1,123.5667,-7.68,91,26,1.13,RU,1681851705
399,dobrinka,52.1653,40.4731,8.2,63,99,2.62,RU,1681851705
400,puerto del rosario,28.5004,-13.8627,20.86,64,75,5.14,ES,1681851705
401,chhatarpur,24.9,79.6,29.32,17,3,3.63,IN,1681851705
402,weligama,5.9667,80.4167,26.22,84,28,1.63,LK,1681851705
403,bourail,-21.5667,165.4833,24.17,85,98,2.03,NC,1681851705
404,iqaluit,63.7506,-68.5145,-12.39,72,100,7.6,CA,1681851705
405,sulangan,11.1373,123.7228,27.65,76,99,4.17,PH,1681851705
406,sainte-anne-des-monts,49.124,-66.4924,5.81,92,100,2.87,CA,1681851705
407,edd,13.9297,41.6925,31.84,52,75,7.59,ER,1681851705
408,tottori,35.5,134.2333,14.44,93,100,0.89,JP,1681851705
409,kousseri,12.0769,15.0306,34.83,10,40,3.13,CM,1681851705
410,jibuti,11.5,42.5,24.78,74,48,7.7,DJ,1681851705
411,teluk nibung,3.001,99.8164,24.92,92,100,1.76,ID,1681851705
412,tromso,69.6496,18.957,6.32,81,100,10.29,NO,1681851705
413,athens,37.9795,23.7162,17.45,68,40,1.34,GR,1681851705
414,valley,45.1277,-116.1262,-2.91,74,100,2.33,US,1681851705
415,suslonger,56.3156,48.2531,6.89,80,93,0.69,RU,1681851705
416,banda aceh,5.5577,95.3222,26.88,82,93,1.46,ID,1681851705
417,oyama,36.3,139.8,13.1,80,0,1.62,JP,1681851705
418,sawakin,19.1059,37.3321,25.47,47,0,3.64,SD,1681851705
419,rondonopolis,-16.4708,-54.6356,27.84,72,99,2.7,BR,1681851705
420,pascagoula,30.3658,-88.5561,23.73,37,0,2.06,US,1681851705
421,komsomolskiy,40.4272,71.7189,4.4,75,3,2.06,UZ,1681851705
422,bandarbeyla,9.4942,50.8122,27.41,71,8,3.34,SO,1681851705
423,aktau,43.65,51.2,10.32,27,64,10.43,KZ,1681851705
424,sikeston,36.8767,-89.5879,26.98,21,0,5.66,US,1681851705
425,chapleau,47.8405,-83.4034,-0.24,68,100,5.2,CA,1681851705
426,valdivia,-39.8142,-73.2459,14.05,99,100,1.06,CL,1681851705
427,zhicheng,30.2956,111.5047,20.83,92,100,1.39,CN,1681851705
428,krasnoselkup,65.7,82.4667,-18.51,97,8,4.16,RU,1681851705
429,broadview heights,41.3139,-81.6851,9.02,58,100,7.72,US,1681851705
430,sibenik,43.7272,15.9058,14.65,70,100,0.89,HR,1681851705
431,trelew,-43.249,-65.3051,18.5,36,100,8.82,AR,1681851705
432,brownwood,31.7093,-98.9912,30.62,44,40,7.2,US,1681851705
433,liverpool,53.4106,-2.9779,10.42,58,0,6.69,GB,1681851705
434,kaseda,31.4167,130.3167,19.16,94,100,1.81,JP,1681851705
435,naze,28.3667,129.4833,19.08,87,95,4.01,JP,1681851705
436,troitskoye,52.9821,84.6757,-8.36,95,100,2.4,RU,1681851705
437,polyarnyy,69.1989,33.4478,0.82,87,100,5.45,RU,1681851705
438,takaka,-40.85,172.8,16.42,94,100,0.92,NZ,1681851705
439,camana,-16.6228,-72.7111,22.35,75,83,4.16,PE,1681851705
440,murgab,37.4966,61.9714,7.93,46,50,2.06,TM,1681851705
441,safidon,29.4167,76.6667,28.1,28,28,1.75,IN,1681851705
442,gambela,8.25,34.5833,25.72,73,38,1.63,ET,1681851705
443,dzheyrakh,42.8228,44.6756,1.66,79,100,4.68,RU,1681851705
444,texarkana,33.4251,-94.0477,28.12,35,0,8.75,US,1681851705
445,xining,36.6167,101.7667,12.6,33,1,0.82,CN,1681851705
446,basco,20.4487,121.9702,26.34,88,9,8.22,PH,1681851705
447,vao,-22.6667,167.4833,25.57,77,96,7.16,NC,1681851705
448,praia da vitoria,38.7333,-27.0667,14.29,60,100,2.07,PT,1681851705
449,bloemfontein,-29.1211,26.214,14.24,36,0,0.73,ZA,1681851705
450,santa fe,-31.6333,-60.7,22.23,28,4,3.58,AR,1681851705
451,bowen,-20.0167,148.2333,22.41,83,0,4.4,AU,1681851705
452,omboue,-1.5746,9.2618,26.56,87,100,2.17,GA,1681851705
453,likasi,-10.9814,26.7333,16.05,97,53,1.04,CD,1681851705
454,maceio,-9.6658,-35.7353,26.69,89,0,3.6,BR,1681851705
455,mukhen,48.1,136.1,4.35,71,99,1.79,RU,1681851705
456,verkhnyaya inta,65.9811,60.3094,-1.27,83,99,4.46,RU,1681851705
457,lang son,21.8333,106.7333,22.81,97,31,0.67,VN,1681851705
458,rangapara,26.8167,92.65,25.24,40,1,1.59,IN,1681851705
459,samoded,63.6083,40.5111,-0.38,93,97,0.72,RU,1681851705
460,galesburg,40.9478,-90.3712,17.98,44,0,3.6,US,1681851705
461,karlstadt,49.9603,9.7722,12.05,82,96,3.93,DE,1681851705
462,auburn,47.3073,-122.2284,10.23,71,75,5.66,US,1681851705
463,lugovoy,42.9472,72.7644,1.92,79,2,2.04,KZ,1681851705
464,lapy,52.9911,22.8842,9.61,85,72,3.19,PL,1681851705
465,samarai,-10.6167,150.6667,26.27,76,39,2.14,PG,1681851705
466,akola,20.7333,77.0,33.53,19,67,2.91,IN,1681851705
467,yeppoon,-23.1333,150.7333,16.88,80,0,5.25,AU,1681851705
468,san luis,-33.295,-66.3356,17.46,26,55,4.29,AR,1681851705
469,katangli,51.7102,143.2326,-0.38,78,4,4.22,RU,1681851705
470,defiance,41.3334,-84.45,12.86,37,0,6.17,US,1681851705
471,nouakchott,18.0858,-15.9785,20.96,77,91,7.38,MR,1681851705
472,qinggang,46.6833,126.0833,3.81,76,82,3.05,CN,1681851705
473,la asuncion,11.0333,-63.8628,30.85,48,84,9.26,VE,1681851705
474,riyadh,24.6877,46.7219,25.08,48,100,2.29,SA,1681851705
475,aanekoski,62.6946,25.818,2.04,94,100,1.8,FI,1681851705
476,brookhaven,31.5791,-90.4407,24.02,50,58,3.1,US,1681851705
477,mamit,23.9333,92.4833,20.8,64,0,1.33,IN,1681851705
478,illapel,-31.6308,-71.1653,21.87,36,0,2.76,CL,1681851705
479,le port,-20.9373,55.2919,24.98,92,5,3.67,RE,1681851705
480,lagoa,39.05,-27.9833,14.31,67,96,6.5,PT,1681851705
481,saskatoon,52.1168,-106.6345,-0.01,100,100,5.66,CA,1681851705
482,sarkand,45.41,79.9186,-1.94,68,7,2.22,KZ,1681851705
483,rizhao,35.4275,119.4553,9.98,95,49,3.48,CN,1681851705
484,lazarev,52.225,141.5131,-1.59,93,50,6.01,RU,1681851705
485,bata,1.8639,9.7658,27.2,87,93,2.87,GQ,1681851705
486,pisco,-13.7,-76.2167,25.03,69,68,10.8,PE,1681851705
487,navahrudak,53.6,25.8333,7.7,79,100,2.69,BY,1681851705
488,presidencia roque saenz pena,-26.7852,-60.4388,23.92,55,5,1.49,AR,1681851705
489,ust-kulom,61.6864,53.6902,-4.31,98,29,1.63,RU,1681851705
490,ibb,13.9667,44.1833,17.33,67,6,2.1,YE,1681851705
491,thunder bay,48.4001,-89.3168,2.98,86,8,5.02,CA,1681851705
492,ekibastuz,51.6667,75.3667,-3.79,94,100,4.7,KZ,1681851705
493,coahuayana,18.7333,-103.6833,32.56,39,49,3.38,MX,1681851705
494,santa vitoria do palmar,-33.5189,-53.3681,15.83,41,44,6.37,BR,1681851705
495,innisfail,-17.5333,146.0333,22.32,89,50,2.34,AU,1681851705
496,ilinskiy,55.619,38.1182,10.84,47,0,2.0,RU,1681851705
497,kuching,1.55,110.3333,27.12,83,20,1.54,MY,1681851705
498,arroyos y esteros,-25.0667,-57.1,22.86,57,5,2.38,PY,1681851705
499,tibiri,13.5627,7.0485,32.52,30,55,1.18,NE,1681851705
500,houston,29.7633,-95.3633,29.09,49,40,9.26,US,1681851705
501,altay,47.8667,88.1167,-7.23,60,0,1.76,CN,1681851705
502,vaitape,-16.5167,-151.75,28.55,74,53,6.89,PF,1681851705
503,onomichi,34.4167,133.2,15.74,97,100,1.88,JP,1681851705
504,klaksvik,62.2266,-6.589,8.51,88,88,7.28,FO,1681851705
505,vidim,56.4088,103.1106,-9.34,76,19,2.72,RU,1681851705
506,narsaq,60.9167,-46.05,8.12,88,24,1.12,GL,1681851705
507,constitucion,-35.3333,-72.4167,16.2,58,34,7.58,CL,1681851705
508,mehran,33.1222,46.1646,24.95,34,3,2.75,IR,1681851705
509,najran,17.4924,44.1277,26.71,36,91,2.33,SA,1681851705
510,saint-denis,48.9167,2.3333,12.64,74,0,5.14,FR,1681851705
511,saint-leu,-21.15,55.2833,24.46,92,4,1.62,RE,1681851705
512,turayf,31.6725,38.6637,21.35,43,64,3.15,SA,1681851705
513,tilichiki,60.4667,166.1,-0.73,89,100,14.32,RU,1681851705
514,lashio,22.9333,97.75,20.13,40,0,0.6,MM,1681851705
515,havelock,34.8791,-76.9013,26.1,39,0,4.12,US,1681851705
516,kikwit,-5.041,18.8162,23.3,85,73,1.29,CD,1681851705
517,kalanchak,46.2562,33.2907,9.6,95,77,2.93,UA,1681851705
518,fandriana,-20.2333,47.3833,15.6,89,100,1.17,MG,1681851705
519,isangel,-19.55,169.2667,29.06,79,75,3.6,VU,1681851705
520,aberdeen,57.1437,-2.0981,7.27,87,28,2.06,GB,1681851705
521,asau,46.4333,26.4,6.51,96,100,1.11,RO,1681851705
522,marawi,7.9986,124.2928,20.47,92,49,1.14,PH,1681851705
523,luwingu,-10.2621,29.9271,16.43,97,89,1.23,ZM,1681851705
524,zhezkazgan,47.8043,67.7144,3.8,48,0,1.85,KZ,1681851705
525,newcastle,-32.9272,151.7765,17.06,90,99,2.06,AU,1681851705
526,husavik,66.0449,-17.3389,7.47,87,100,4.54,IS,1681851705
527,bogorodskoye,56.55,37.8833,5.97,65,45,2.68,RU,1681851705
528,quatre cocos,-20.2078,57.7625,26.16,84,26,5.92,MU,1681851705
529,huarmey,-10.0681,-78.1522,26.47,72,81,5.38,PE,1681851705
530,college place,46.0493,-118.3883,13.18,44,75,6.17,US,1681851705
531,viedma,-40.8135,-62.9967,16.35,45,97,8.43,AR,1681851705
532,ofunato,39.0717,141.7167,9.98,86,100,2.11,JP,1681851705
533,cabedelo,-6.9811,-34.8339,28.37,80,97,3.02,BR,1681851705
534,manaure,11.7751,-72.4445,27.61,68,8,7.33,CO,1681851705
535,qaqortoq,60.7167,-46.0333,0.83,88,25,1.86,GL,1681851705
536,monte escobedo,22.3,-103.5833,24.71,12,34,7.38,MX,1681851705
537,sari,36.5633,53.0601,10.27,79,0,0.89,IR,1681851705
538,sangar,63.9242,127.4739,-8.0,91,100,1.06,RU,1681851705
539,fort frances,48.5999,-93.4003,10.09,31,96,1.34,CA,1681851705
540,diffa,13.3154,12.6113,32.05,8,7,1.89,NE,1681851705
541,changji,44.0167,87.3167,3.44,87,75,3.0,CN,1681851705
542,bulungu,-4.55,18.6,22.8,90,42,1.54,CD,1681851705
543,sobolevo,54.4299,31.8996,8.26,81,90,3.88,RU,1681851705
